restaurant,review,rating,date
Lavelle,"To avoid being completely negative, I'll start by saying the view from the rooftop is amazing! But we had a reservation and still waited 30+ mins. Staff were rude, service was slow, and if you're not spending a lot of money, the servers pretty much forget about you.<br><br>Drinks were overpriced and weak, $18 for cocktail that tasted like cheap fruit juice. Their menu only displays pricing for bottle service and not single shots - turns out two shots of rail liquor is $26 + tax and tip? Food was disgusting especially for the price, half the time I was guessing what was on my plate. To top it all the servers try to tip themselves 18%.<br><br>I'd rather eat at the queen and spadina mcdonalds then spend another dollar at Lavelle ever again, pathetic.",1,08/20/2025
Lavelle,"My friends and I had such a great experience here at Lavelle. The food was great and our server, Zahra, was amazing. She was friendly, helpful, made sure we had everything we needed the whole time. She went above and beyond to make our experience super enjoyable!! My girls and I will definitely be coming back!",5,08/19/2025
Lavelle,"Had the best experience at Lavelle thanks to Zahra! She made our night so much fun with her great energy, quick service, and amazing recommendations. If you’re coming here, hope you get lucky enough to be served by her!",5,08/19/2025
Lavelle,"I don’t usually write reviews, but I had to take a moment to recognize the incredible service I received from Andrea during my recent visit. From the moment we walked in, she made us feel genuinely welcome, greeting us with a warm smile and a professional, yet friendly demeanour that immediately set the tone for a great evening. Restaurants are made special by people like Andrea. Thank you for turning a regular dinner into an exceptional night out. We’ll definitely be back",5,08/19/2025
Lavelle,"Came here for a night out and was very pleased with everything, especially with how accommodating, welcoming, and helpful Andrea was at the front desk. She assisted our reservation specifications and made the night that much more enjoyable! 10/10 service",5,08/19/2025
Lavelle,It was a very special moment for us and Isabel & Dhruv made us very special for us. Amazing service and food was very delicious.,5,08/18/2025
Lavelle,"Visited the place after my friend recommended it to me.<br><br>Booked Patio seating one week before the date evening with a request for a table with a CN tower view.<br><br>When i arrived at the restaurant they made me seat on totally opposite side. I requested them to check my request. The staff said they do not have any table on the side of viewing CN tower.<br><br>I did not argued and had a seat on the table they gave.<br><br>After finishing my dinner in 30 minutes, I just walked around towards the side of the restaurant with CN tower view and there were a lot of tables empty.<br>I ordered 2 mocktails- luckily they were decent.<br><br>Then the staff told me they dont have the barbeque menu available. We enquired is it for just today and she said no its not available for almost a month.<br><br>So i decide to just order snacks.<br><br>I ordered Hawaiian Nachos and it was very good in taste. I also ordered Spicy dynamite Shrimp and they served it cold. It seemed they just brought it for a refrigerator.<br><br>I had a terrible experience and this restaurant spoiled my date night. I won't ever visit this restaurant again and will not let anyone I know visit this.",1,08/16/2025
Lavelle,Very poor service. Had to ask multiple servers to find our waitress serveral times. Venue nice. Food average. Not very welcoming. Would hesitate going back.,2,08/15/2025
Lavelle,"This is the first time in my life that I’m leaving a bad review. Everything from start to finish was a complete disaster. We arrived right on time for our 8 PM reservation, only to be told, “We’re very busy today.” Then what’s the point of making a reservation? Even though I had clearly stated it was for a birthday dinner and requested a nice table, after keeping us waiting for half an hour, they showed us to the worst possible spot right in the middle, in front of the bar. We refused to sit there and only after talking to three different people did they find us another table, which ended up being so loud it gave me a migraine. We decided to just stay and order anyway, but then our food took nearly 40 minutes to arrive. The server who brought the food had no idea what she was serving and just dropped the plates on the table and walked away. The plates and glasses were scratched and plastic something we wouldn’t even use for a picnic. Is this a joke for a rooftop restaurant patio?<br><br>After ruining our night, offering to make up for it by not charging for a couple of drinks meant absolutely nothing. A horrible place we left in a rush and will never go back. We should’ve listened to all the terrible reviews.",1,08/15/2025
Lavelle,"The place is just only for aesthetic. If y'all coming here make sure to order the burger and drinks only cuz we ordered almost everything with my friends and the food taste so nasty man. Its so cold too. The burger is the only one thats good. Spent 480$ and its not even worth it. Went there for bday. The glass looks so dirty too. Cant even finish the drink cuz we just saw their glasses looks so old and lots of scratched just like this. The servers were nice tho. Its just the food man, its taste so bad 🤮",2,08/14/2025
Lavelle,"Edit: The food has greatly improved with interesting new options, and the service has gotten better, love it here now!<br><br>Decent upscale eatery, food is alright, views are worth coming though, and enough options for everyone",5,08/14/2025
Lavelle,"I attended an event at Lavelle last weekend and while the rooftop itself is beautiful, the management is absolutely awful. Partway through, management told everyone to get out of the pool unless we each paid a $15 fee to use it — despite the fact that we had already paid this fee through the event organizers. They never bothered to confirm with the hosts before enforcing this.<br><br>To make matters worse, they then asked us to move all of our belongings and crammed at least 50 attendees into a tiny corner with only two tables and one shaded canopy, all so they could keep profiting from the rest of the space during what was supposed to be a closed/private event. The manager was even setting up the space before guests arrived but didn’t say a word until everyone was comfortable or in the pool.<br><br>The washrooms are also disappointing — very small, not wheelchair accessible, and more like airplane bathrooms than anything you'd expect at a “luxury” venue.<br><br>Would not return for an event, date night, or girls’ night. Beautiful view, but the way this place is run is a complete letdown.",1,08/14/2025
Lavelle,"Kanika provided amazing service! She was super friendly, attentive, and made great recommendations. The food was delicious, but her exceptional service really made our night. Definitely 5 stars!",5,08/13/2025
Lavelle,Very bad experience just a view thats all,1,08/13/2025
Lavelle,Every thing is very bad,1,08/13/2025
Lavelle,"My friend and I visited Lavelle on Monday night and had an absolutely wonderful experience. From the moment we arrived, the atmosphere was warm and welcoming, but what truly made the evening memorable was our server, Izzy. She provided outstanding service, attentive without being intrusive, friendly, and incredibly knowledgeable about the menu. Every recommendation she made was spot-on, and she made sure we had everything we needed throughout the night.<br><br>It’s rare to encounter service that feels so genuine and personalized, and Izzy truly went above and beyond to make our visit special. Lavelle is lucky to have her! We’ll definitely be coming back and will be asking for Izzy next time.",5,08/13/2025
Lavelle,Isabella was the best! She was so kind and gave us some great tips for our stay in Toronto! She really helped us celebrate a special time in our lives! Would come back just to see her!!,5,08/12/2025
Lavelle,The service is slow. It's dirty. The bartender was very rude.,2,08/11/2025
Lavelle,Nice place. Really positive vibe. Super nice host Kareem :),5,08/10/2025
Lavelle,"If I could give more than 5 stars, I would! From the moment we walked in, Kareem made our entire day at Lavelle unforgettable. His energy, professionalism, and genuine care for guests are unmatched. He made us feel like VIPs the entire time—anticipating what we needed before we even asked, checking in just the right amount, and making sure we were always comfortable and having fun.<br><br>The atmosphere at Lavelle is already incredible—beautiful views, great music, perfect vibe—but Kareem elevated the experience to another level. It’s rare to meet someone who combines charisma, kindness, and top-tier service like he does. Honestly, Kareem is the reason we’ll keep coming back. Lavelle, you’ve got a gem on your team!",5,08/10/2025
Lavelle,Kareem was amazing — super friendly and made the experience even better!,5,08/10/2025
Lavelle,"My friend and I went to the rooftop to chill by the pool. Kareem was very friendly, and we had a sunbed by the pool. Highly recommended!",5,08/10/2025
Lavelle,"This was the 4th time I have been at Lavelle. I've tried their booth, old years night fiesta and just regular hanging with friends. Today I took the baby along in the afternoon and it was the same incredible experience. The food was great, our host Lucy was awesome and the vibes were just lovely.<br><br>The entrance needs to be worked on cause it feels really sketchy - maybe paint it over and put some trims or simple decor to add to the ambience.  Also, instead of giving 1.5 or 2.5 hour time stamp for people to eat etc, allow people to stay longer as long as they are spending money.",5,08/10/2025
Lavelle,"Came here with a friend for drinks on the rooftop. The view was fantastic, but the service was shockingly rude, even insulting. I was served the wrong drink, and when I politely pointed it out, I was yelled at and only grudgingly given a replacement — which still wasn’t well made. A disappointing experience despite the beautiful setting.",2,08/10/2025
Lavelle,"The food was okay, the sushi was pretty bland and the cocktails were unfortunately very poor, tasting more like water than anything else. That said, the service was absolutely exceptional. Kanika and the manager went above and beyond, not only in serving us but also in making up for our disappointment with the drinks and food. While I understand that during busy times quality can suffer, their attentiveness and effort truly stood out. I would give 10 stars for only for the service",3,08/10/2025
Lavelle,"Celebrated my wife’s birthday at Lavelle today. Have to say that the food, service, views and the vibes overall were flawless. Shout out to our server Apurva for being super helpful with handling the huge group that we had with seniors, kids included!",5,08/10/2025
Lavelle,"Slow, overhyped and dirty. People can’t serve and the drinks are shit. Instahoe environment",1,08/09/2025
Lavelle,Apurva provided great service on the poolside and recommeded incredible drinks. Genuine person. Genuinepy nice experience.,5,08/09/2025
Lavelle,"Great View, Great Service by Apoorva",4,08/08/2025
Lavelle,"Felt unwelcomed definitely, won't be returning to this establishment... better off spending my on a private chef",1,08/07/2025
Lavelle,"Lavelle in Toronto is an absolute gem! The rooftop ambiance is stunning with panoramic city views, the food is top-notch, and the cocktails are perfectly crafted. Service was attentive and professional. A must-visit spot for a stylish night out or special occasion.",5,08/06/2025
Lavelle,"Always have fun shooting at Lavelle — the food and venue are amazing. However, my wife had a complaint about one of the security women; she found her a bit invasive and overly touchy.",5,08/06/2025
Lavelle,"Pool party in the heart of Toronto? Say less. The place is a whole mood — CN Tower felt close enough to high-five. The atmosphere? Absolute perfection. Staff? So friendly, it felt like they were hosting us at their own rooftop house party. Music, views, and vibes were all 10/10.<br>Only reason it’s not full stars across the board: the food was decent, just not as exciting as everything else. But when the setting is this good, you’re mostly there for the poolside glow and those skyline selfies anyway.",5,08/05/2025
Lavelle,"Worst experience ever! Would not return or recommend this place to anyone, EVER.",1,08/05/2025
Lavelle,"Review specifically for Somebody Anybody Brunch<br><br>Ive been to this brunch a few times. This time I ordered the matcha parfait, chicken and waffles and for dessert they gave us these Rice Krispies.<br><br>Parfait is pretty good overall, the matcha isnt overpowering. The yogurt is plain so it has a sour taste to it. I recommend making the yogurt a bit sweeter which would balance out the whole dish. The chicken and waffles is amazing. The waffle is beautifully seasoned and pairs well with the chicken and accompanied sauces. The Rice Krispie treats they gave us were not appetizing at all however, they were very tough and tasted like cardboard. Also the pineapple juice tasted weird, our server mention something about it coming out of the bar gun which could be why but it didn’t taste or look anything like pineapple.<br><br>Service wise we had a party of around 10 and the brunch itself was already busy so I felt like we were waiting a lot on a server. She was nice though.<br><br>Atmosphere is great. You can tell everyone came to have a good time. Shoutout the Photo Booth lady we love her <3 music was good there were 3 different dj’s so I do think there was a little too much overlap in the song selection but it was a nice blend of 2000 rnb with a hint of current afrobeats & new age dancehall music.",4,08/05/2025
Lavelle,"What should have been a memorable occasion was instead defined by a series of failures in service, attention to detail, and basic hospitality.<br><br>1. Seating and Reservation Problems<br>Despite making a reservation for a birthday event, we were initially seated next to a glass station. an awkward and noisy location. When we requested to move, we were told no other tables were available, despite multiple empty tables being visible.  After insisting, we were relocated to high barstools, which were impractical given our attire (heels) and the nature of our celebration.<br>To add insult to injury, another group that arrived after us was seated at the table we had requested. Staff gave conflicting explanations, first claiming it was ""first come, first served,"" then suggesting the other party had a reservation (which we also had). This inconsistency was both frustrating and unprofessional.<br><br>2. Inattentive Service and Subpar Dining Experience<br>Our waiter was slow to attend to us. We were not informed that our meals did not include sides, leaving us surprised when the dishes arrived incomplete.  when asked if everything was satisfactory, we reluctantly said ""yes"" to avoid further delays—though it clearly was not.<br><br>Basic amenities were overlooked:  One guest did not receive any napkins at all while others only had the small napkins wrapped around their utensils. We waited excessively long for assistance with even these simple requests.<br><br>3. Billing and Final Interactions<br><br>When requesting the bill, I was handed a payment machine without an itemized receipt—a basic expectation at any dining establishment. I had to ask to see what I was being charged for.<br><br>The only prompt interaction came when it was time to select a tip. While I left one, it was out of obligation (hoping it might reach the kitchen staff even though the food was salty) rather than merit.<br>- For a birthday celebration, there was no acknowledgment—no ""happy birthday,"" no gesture, nothing to make the occasion feel special.<br><br>This was not my first visit to LAVELLE @chezlavelle, but it will absolutely be my last—as well as for everyone in my party. The lack of organization, disregard for reservations, inattentive service, and overall indifference to guest experience were unacceptable.  I hope this feedback serves as a catalyst for improvement, as no guest should endure such a disappointing experience, let alone during a celebration.",1,08/04/2025
Lavelle,Very nice place to hang out with friends or partner,5,08/04/2025
Lavelle,The search at the door was shocking by the female security guard. I totally understand you need to search for anything illicit but the frisk was outrageous with touching that does not even occur at an airport. Don't touch people in areas you are not supposed to. This requires retraining and should not be acceptable,1,08/03/2025
Lavelle,Kristina made my cousins from out of town feel like they were right at home. The experience was out of this world can’t wait to come back,5,08/03/2025
Lavelle,Beautiful views and lovely atmosphere! Our server Apoorva was great and she made sure we had a very pleasant experience!,4,08/03/2025
Lavelle,"Our experience with our server, Apurva was really good.<br><br>But beyond that, we had booked and outdoor table and they ended up cancelling that without notifying us and they table they gave us was in a very hot area and the music was too loud!",3,08/02/2025
Lavelle,"Great food, amazing vibe, and fabulous service by Karim and Kanika",5,08/02/2025
Lavelle,"It's my first time visiting lavelle and surely, it won't be my last. This place on the roof deck has the most gorgeous view of the CN tower and Toronto skyline. Pair this with a pool that you dip into, excellent service from the food servers and mouth watering meals and drinks, this is the perfect place to enjoy the summer.<br><br>❤️ Some of my faves from their menu are: jerk chicken tacos and sushi<br><br>🌊 Pool use: $15/person with towel service<br><br>🗒️What we got:<br><br>🍸Tequila sunrise<br>🍸Aperol spritz<br>🍣Crazy crab sushi<br>🍣 Sweet and spicy tempura sushi<br>🌮 Jerk chicken soft shell tacos<br>💛 Hawaiian nachos<br>🌽 Corn ribs<br>🥄 One bite",5,08/01/2025
Lavelle,"There was a special event happening that didnt appear on the calendar with loud speakers inside despite being a patio event. This made conversation difficult. Overall the food was good. I had the AAA sirloin, it does come with a sauce but this is not listed on the menu. The Caesar salad and truffle fries were delicious. My friend had the wagyu burger, it was overwheled by the sauce. Quickeness of service could use some work. We would have oredred a second drink but the servers seemed to be overwhelemd or unaware.",4,08/01/2025
Lavelle,"The food and the vibe was amazing. The staff was really kind, especially Kanika was very kind to serve us happily.",5,07/31/2025
Lavelle,Horrible HORRIBLE SERVICE!!! Lavelle do better! This USE TO BE A GOOD PLACE.,1,07/29/2025
Lavelle,"I was really looking forward to dining at Lavelle given all the hype around it, but unfortunately, the experience was very disappointing. The service was incredibly slow and inattentive — we had to wait over 50 minutes just to get water.<br>Our server seemed more interested in chatting with other staff than checking on us. We felt ignored the entire evening.<br><br>For a place that markets itself as upscale, the service was nowhere near the standard you’d expect. Not worth the money or the hype. I won’t be coming back and wouldn’t recommend it to anyone looking for good service and a relaxing evening.",1,07/29/2025
Lavelle,"The servers were so rude, a dude with dyed blonde hair couldn't catch his name was so rude. We had to order just water x3 times before somebody could actually bring water to the table. Unbelievable. I was so excited ti try out this restaurent, but had very disappointing experience.",1,07/29/2025
Lavelle,"I had worst experience of my life at this restaurant. We asked for water and waited for 45 minutes at table. The server was so rude when we asked him for water again. It’s monday evening, wasn’t busy at all.",1,07/29/2025
Lavelle,"Worst service ever!! It took them 45mins to bring water. It was monday evening, not busy at all. Servers were so racist, I could see the mood switch after they saw two group of brown people. We had to walk out without ordering anything, it was unstandable.",1,07/29/2025
Lavelle,Worst place in my life.<br>Food is delayed<br>Managers are rude<br>Reservation was wrong<br>Overcharging you so you need to double check everything.<br><br>After that they apologize and gave email for further assistance but they didn’t answer at all LOL.<br><br>PLEASE AVOID THEM DON’T LET THEM RUIN YOUR EVENING,1,07/27/2025
Lavelle,"This place wasn’t what I had expected. We had made reservations but they made a mistake and told us to sit at the bar since they had no other tables. Why take the CC for reservations and have us sit at the bar? It was a birthday we were celebrating. We proceeded to sit at the bar, as there were no other options. The food wasn’t good. The drinks were extremely watered down. And the service was much to be desired.",1,07/27/2025
Lavelle,"Great ambience and food. Apurva took really good care of us, she is awesome!! Thank you for the wonderful time and exceptional service.",5,07/27/2025
Lavelle,"Nice view and good music, but unfortunately poor cocktails! You could improve it.",3,07/26/2025
Lavelle,Nice ambience and good food.,5,07/26/2025
Lavelle,The food was honestly amazing! Definitely recommend the Wagyu burger.<br>Our server Mel made my birthday feel so special as she was super helpful & made me & my friends feel right at home ❤️will definitely be visiting again.,5,07/26/2025
Lavelle,Mel was our server and she was amazing full of energy!,5,07/26/2025
Lavelle,"Honestly loved the experience, was my first time here! My sever Mel was amazing, very friendly, welcoming, and attentive! Would definitely recommend and come back again!",5,07/26/2025
Lavelle,Celebrated a birthday at lavelle and had the greatest experience. Our server Mel especially made the experience special because she was so fun to talk to so attentive and really helped us make decisions on the menu too. Highly recommend lavelle in the future!,5,07/26/2025
Lavelle,How do i get in contact with the owner? Ive contacted and left multiple voice mails and no reply after 10 days regarding my issue.,2,07/23/2025
Lavelle,"I recently had an incredibly frustrating experience at Lavelle, and I honestly don’t even know where to begin with how bad the service was. It felt like no one knew what they were doing or how to think for themselves, making what should’ve been a simple visit feel unnecessarily complicated and poorly handled. To top it all off, the washrooms were in horrible shape. One was out of order, and the other had a toilet seat just sitting on the floor. It was honestly disgusting. Overall, a general neglect of basic service standards.",2,07/21/2025
Lavelle,"Customer service was great. Atmosphere was good. Overall, a very good experience. We had the Tempura Sushi, Spicy Rigatoni Pasta and Truffle fries. Everything was delicious, except the pasta was a little too dry for our liking. The lychee drink was quite good. We came to know some items were only available for ordering inside the dining room and not the outdoor patio, wish the Chipotle Mac N Cheese could be served outdoor too. We will be returning!",4,07/21/2025
Lavelle,"Great rooftop, food was great, and service was very nice. My server Apurva was very helpful and attentive.",5,07/20/2025
Lavelle,Nice restaurant with a nice view and vibe. Was not impressed with the service. It was three of us and the waitress only brought 2 napkins and no utensils to eat our dinner with. She took our drink order and didn't come back to take out food order. I had to go look for her to ask her if she can take our order. Asked for an appetizer and told me they didn't have it available tonight. Overall service was not good.  Food was ok only and small portions.,3,07/20/2025
Lavelle,"Terrible service — honestly one of the worst dining experiences I’ve had in the city. Our waitress was completely unprofessional: she was slurring her words the entire time, barely seemed to know what was going on, and was honestly just living in her own world.<br><br>We had to ask for plates five separate times, and still received our appetizers before we even got plates to eat with. On top of that, we ordered our main dish at 8 PM and didn’t receive it until 9:15. When we asked where the food was halfway through, she casually admitted that she forgot to put the order in. To make it worse, when the appetizers did come, they brought us the wrong ones.<br><br>Overall, the service was slow, careless, and rude. You’d expect better from a place that charges luxury prices. Definitely not worth the hype — won’t be coming back",1,07/20/2025
Lavelle,"This rooftop has the potential to be one of the best in Toronto. The atmosphere is absolutely beautiful — the view, the layout, and the vibe are all top-notch.<br><br>However, the service didn’t quite match the setting. It felt a bit unorganized, with people sitting and placing drinks wherever they wanted. There didn’t seem to be much attention to those who had reserved tables or ordered food. I understand it gets busy on weekend nights, but with better management, the experience could be greatly improved.<br><br>That said, I really enjoyed the spicy margarita — the flavor was bold and well-balanced, and it stood out as one of the better cocktails I’ve had recently.<br><br>With a bit more structure and service quality, this place could easily become one of the top rooftops in the city.",3,07/19/2025
Lavelle,"I made a reservation here to celebrate my fiancé’s birthday. When I booked, I left a note explaining everything — including that I wanted them to bring us a piece of cake with “Happy Birthday” written on it after dinner to surprise my fiancé. But honestly, they were extremely careless. They didn’t do anything, and the food was very average. I told them that I had left a note when I made the reservation, and they even admitted — in front of my fiancé — that they had seen the note and knew I wanted to surprise him, yet they didn’t bring any cake.<br>Their service and attitude were very disappointing. I was really upset — we just finished dinner and left. They didn’t even apologize or acknowledge what happened. I had made the reservation a week in advance, and I even called them to confirm that it was for my fiancé’s birthday. They told me, “Don’t worry, we’ve got it,” but clearly, they didn’t.",1,07/19/2025
Lavelle,Apurva was excellent. Truly great service.. 🤗,5,07/18/2025
Lavelle,"Good food, intimateingly great atmosphere, and great service. Apurva was very knowledgeable, and super friendly, which made me more comfortable eating in a place that seems like it would be for millionaires",5,07/17/2025
Lavelle,Loved the food and the Server Apurva and her hospitality was amazing. Really enjoyed the environment will definitely visit again!,5,07/17/2025
Lavelle,"Lavelle is truly a gem in the heart of Toronto! 🌆✨<br><br>We visited for dinner and were blown away by the breathtaking skyline views—it’s one of the best rooftop settings in the city, especially at sunset. The vibe is upscale yet relaxed, perfect for a special evening out. 🌇🌃<br><br>As vegetarians, we were pleasantly surprised by the great variety vegetarians ptions on the menu. The flavors were creative, fresh, and beautifully plated. From appetizers to mains, every bite was a delight! 🥗🍝🌱<br><br>Highly recommend Lavelle if you’re looking for a mix of stunning views, a chill ambiance, and vegetarian-friendly fine dining in Toronto. Will definitely be back!",5,07/17/2025
Lavelle,"I left a pair of sunglasses in Lavelle and the staff confirmed they found it and they ask me to go back to collect it. When I go to get it back, they said they cannot find it! I wonder how they keep custody’s of customer items. I spent 3 hours travelling to downtown to get it back, but at the end I cannot get it back!",1,07/17/2025
Lavelle,"pls read before visiting<br><br>One of the worst dining experiences I’ve ever had. We were a group of six at Lavelle for a birthday dinner and spent over three frustrating hours dealing with cold food, incorrect orders, and horrible service.<br><br>Almost all of our meals came out wrong and cold, and when I asked to send my fries back, the server offered me a shot instead. I declined, but he brought it anyway, and still left the cold food on my bill. After waiting 30+ minutes for the bill, we asked to speak with a manager. The woman (shift manager) who came over was initially combative and rude.<br><br>When the bills finally came, every single one was incorrect and overcharged. After another hour of back and forth, the “fixed” bills came, but now some guests were charged for only drinks, others for full meals, creating even more confusion and frustration.<br><br>We again asked to speak with the restaurant manager, only to be told he had already left for the night. Minutes later, he walked by our table, and we literally had to yell to get his attention—so yes, we were lied to. He finally came over, only to be extremely rude with our table, made us feel even more uncomfortable and still couldn’t sort out the bills. Eventually, they comped the table and refunded the charges, which we did appreciate, but at that point it was far too late.<br>the management, service, and organization at Lavelle are a complete disaster. Thanks for ruining a birthday night. We will never go back.",1,07/16/2025
Lavelle,"Food and service was amazing, beautiful views and spot on requested seating! Our server Tania was amazing and so kind<33",5,07/16/2025
Lavelle,Food and drinks were amazing and the view is unmatched. Tania our server was the sweetest!! Everything about our experience was amazing even the music was perfect!!,5,07/16/2025
Lavelle,Amazing place with a rooftop,5,07/15/2025
Lavelle,"Ok spot. Nothing great, the dj could have been better. Food was good. Service was great, very cordial servers.<br><br>One time place. Bathrooms had long lines. Would not come again, probably way better spots in the city for the price point.",3,07/15/2025
Lavelle,"I’ve been to Lavelle a few times, and unfortunately, the service has consistently declined. Staff often seem tired, disengaged, and unwelcoming, which affects the overall experience. Basic requests are met with attitude, and it feels like customer care is no longer a priority. The presence of overly assertive security also creates an uncomfortable atmosphere — more like a club than a restaurant. On top of that, the food quality has dropped significantly. Dishes like the truffle fries, once great, now arrive cold and lacking flavor. For a place that includes automatic gratuity, the service and food should reflect that standard. Very disappointing overall.",1,07/14/2025
Lavelle,"We were a group of 8. Unfortunately, the service was terrible. Our reservation was at 8:00 PM, and it took over 30 minutes just to get a drink. By 9:45, we still hadn’t received our food, and the waitress came to inform us that there was a private event at 10:00 PM and that we had to leave the terrace as soon as possible — and we still didn’t even have our food (lol). We were really disappointed with the service and decided to leave without eating. I don’t understand how a restaurant like this could treat guests that way.<br><br>Thank you to the manager who took the time to speak with us and adjusted the bill for the drinks we had. Sadly, I’ll never return to Lavelle.",1,07/14/2025
Lavelle,Bad service and bad drinks,1,07/13/2025
Lavelle,"Honest review of Lavelle Toronto<br>Yes, the place is beautiful and the view is next level… but unfortunately, the service was a big letdown.<br><br>The service was super slow, the food was just average, and worst of all — our waitress had such a rude attitude that we felt scolded the whole time. 😒<br><br>It’s a shame, because the spot has so much potential, but the experience just didn’t match the vibe. Hope they improve.<br><br>#LavelleToronto #HonestReview #TorontoRestaurants #NotWorthIt",1,07/11/2025
Lavelle,"Great Views, Solid Drinks — But the Food Misses the Mark<br><br>Visited Lavelle’s rooftop on a beautiful evening — and there’s no denying the views are stunning. The setting is elevated, literally and aesthetically, making it a great spot to unwind or impress out-of-towners.<br><br>The drinks were well-made and matched the upscale vibe — definitely one of the highlights of the night.<br><br>As for the food, it looked better than it tasted. Presentation was strong, but the flavours just didn’t live up to the setting. For the price point, you’d expect more finesse and depth.<br><br>Lavelle is worth it for the ambiance and cocktails, but if you’re going for the food alone, you might walk away underwhelmed.",4,07/11/2025
Lavelle,"I loved the place and the views (you can take a lot of nice pictures) but the service is pretty bad. There were 4 of us and they only gave the food to 3 of us and then -even after reminding them- they didn't bring any food, and they forgot the appetizers. If you are going to eat, I don't recommend it.<br><br>Also the chairs were weird and it was so uncomfortable to get out.",1,07/11/2025
Lavelle,Great atmosphere with nice views of the city. Customer service was terrible and simple food order of nacho took 45 min to come when we asked for it again.,2,07/11/2025
Lavelle,"I truly enjoyed my experience at Lavelle!<br>Apoorva – our server – was absolutely fantastic. Attentive, warm, and genuinely made us feel taken care of without being overbearing. She struck the perfect balance of professionalism and friendliness, elevating the whole experience.<br><br>The ambiance was stunning, the food lived up to the hype, and the cocktails were on point. Every detail, from the presentation to the vibe, was thoughtfully curated.<br><br>Would definitely come back – and if you’re lucky enough to be served by Apoorva, you’re in great hands!",5,07/10/2025
Lavelle,had a horrible waitress named Tania who DEMANDED we tip her. Like I was going to do it anyway but she demanded a tip and when we gave one she said it was too low and her service wasn’t even that good like she showed up every 45 mins like she was so beg and RUDE,1,07/09/2025
Lavelle,"Lavelle is an undeniably beautiful rooftop spot in Toronto—the views are incredible, the decor is sleek and stylish, and the DJ was absolutely fantastic when we visited. The atmosphere alone makes it feel like a must-visit destination, especially for a summer night out.<br><br>Unfortunately, that’s where the perfection ended.<br><br>We had a reservation but when we arrived, our table wasn’t ready—not just ours, but several others were also waiting. One table was awkwardly placed way too close to the DJ booth. Honestly, they should just remove it.<br><br>While waiting, we went to the bar to grab drinks (which we paid for), and although we were seated shortly after, the experience felt disorganized and frustrating.<br><br>Things took a turn when our server approached and asked if we were ready to order food. We politely said we were enjoying our drinks first, and were immediately told we’d be kicked out if we didn’t order food—despite never being informed of this policy when we made our reservation.<br><br>To top it off, I ordered an Aperol Spritz that was so poorly made (just Aperol and club soda—no Prosecco!) that I couldn’t drink it. Thankfully, they removed it from the bill.<br><br>The food menu looks great, so I’ll likely give it another shot—but I’ll stick to beer or wine and dine inside next time. Great vibe, but a long way to go in terms of service and consistency.",3,07/09/2025
Lavelle,"It was the worst experience I've ever had in my life regarding customer service. My friend booked a space to celebrate her birthday, at the entrance of the place the security guards and people who were doing the reception treated people terribly, they even said that there was no one there special for VIP treatment. The venue did not announce the event that would take place that day, they allowed a guest to enter with a backpack and then the security guard came to our table in the middle of the event and kicked this guest out in the middle of everyone. It was an unnecessary waste of money to experience inhumane and rude service.",1,07/08/2025
Lavelle,"I recently visited this restaurant for a birthday dinner, and unfortunately, the experience was extremely disappointing. The restaurant was severely understaffed, with only one server attending to all tables, which resulted in long wait times, cold food, and overall disorganization.<br><br>Drink refills were taking over an hour to arrive, and at one point, we even had to use our own plastic forks to eat dessert because we couldn’t get proper utensils from the restaurant. I also never received my main course, as it was mistakenly delivered to another table from what the server told me. By the time this was realized—two and a half hours into the evening—I had completely lost my appetite. My friends’ meals arrived cold, adding further to the frustration.<br><br>What was meant to be a special evening ended up being a disappointing and stressful experience. It was clear that other diners felt the same, as the mood throughout the restaurant was tense and noticeably unhappy.<br><br>That said, I would like to extend my sincere appreciation to the tall male server with glasses who was managing the entire floor on his own. Despite the overwhelming circumstances, he remained courteous, professional, and did his absolute best to serve everyone. His effort did not go unnoticed.<br><br>It’s disheartening because my last visit here two years ago was genuinely enjoyable—both the food and service were excellent. Sadly, the quality has declined significantly since then, and based on this visit, I won’t be returning",1,07/08/2025
