restaurant,review,rating,date
McDonald's,This place has gotten alot better than a few years ago. The area is more pleasant than before when you sometimes felt slightly uncomfortable.,4,12/10/2022
McDonald's,"Possibly the worst managed McDonald’s in the city. It’s filthy, stale fries, stale buns, and watered down drinks. Please get it together.",1,12/01/2022
McDonald's,Busiest McDonald’s so far. But ordering through the app makes it fast.,3,11/28/2022
McDonald's,This is the world’s slowest and least competent mcdonalds,1,11/27/2022
McDonald's,They shut auto doors off to prevent the disabled and homeless from using the place,1,11/12/2022
McDonald's,Terrible service. Staff is slow and stand's around doing nothing. I witnessed my order that has not been served yet removed from the board to throw off the internal metrics for order processing times. Won't be back.,1,11/12/2022
McDonald's,I actually ate all 3 burgers but I ordered and payed for a double big mac and got a single thats my only complaint,4,11/09/2022
McDonald's,Be ready to wait. Not the worst mcdonalds i’ve ever been to!,3,11/06/2022
McDonald's,Im an Uber driver. This Mcdonalds is ALWAYS busy but remains understaffed. Especially at night.,1,11/05/2022
McDonald's,"Food - I haven't got it yet<br>Service - ""You'll get it when we feel like giving it to you""<br>Atmosphere - King St.",2,11/04/2022
McDonald's,"Worst Mc Donald’s experience ever. Waited for over 35 min for my order. Restaurant was clearly unstaffed, and not trained. This is fast food not fine dining! Wake up ! Gives those employees training and more coverage !",1,10/30/2022
McDonald's,Always crowded and much very well organized or clean.,3,10/28/2022
McDonald's,Fast and Friendly staff!,5,10/21/2022
McDonald's,Did not ask how I take my coffee 😂 yeah go figure,2,10/18/2022
McDonald's,"Not bad. Busy downtown location, a lot of delivery guys picking up at all times, but the service is still pretty fast. Service is friendly and the quality is... still McDonalds, but not completely neglected like some fast food.",4,10/15/2022
McDonald's,Poor service. Doesn't listen to customer requests,1,10/06/2022
McDonald's,"Slowest spot in Canada. The employees here keep complaining that they don’t have enough staff, consistently slow. 25-30 for a coffee and muffin.",1,10/05/2022
McDonald's,"I sympathize with the staff at this McDonalds. It’s congested, understaffed, and clearly management doesn’t care. The bad reviews are accurate, but direct your frustration at McDonalds and not the workers. After all, this is McDonalds, your food and nutritional concerns are tuned in a boardroom. Your long wait time is just a statistic to McDonalds. Consider visiting the independently owned Shawarma place next door.",1,10/05/2022
McDonald's,Ive been here multiple times the past 3 weeks and the sanitizers are always empty. I think they dont care we are still in a pandemic. And even if we arent this should be a norm now shen they want us touching their dirty interactive order screens.,1,10/04/2022
McDonald's,wrost McDonald's ever. Ordered things and they didn't give me my Hamburgers and let me wait extra time.,1,10/03/2022
McDonald's,THEE SLOWEST McDonalds in the history of the world. And they got our order wrong.,1,09/29/2022
McDonald's,I just waited 25 minutes to get this simplest order. I asked for refund and they told me to just wait for the order even though I said I didn't want to wait. The food was cold. I'm never coming back to this location EVER.,1,09/16/2022
McDonald's,"One of the worst McDonald's - I love Maccies but they always get your order wrong, forget ingredients and seem to be the slowest workers they can find. Disappointed it is my local.",1,09/02/2022
McDonald's,People who work here are lazy and the ice cream machine is always out of order 🙄,1,09/02/2022
McDonald's,It is extermly hard to communicate with the people that work overnight. I came to pick up my food at 4:30 am. I knock the door so hard because the music is too loud. Unprofessional.,1,08/24/2022
McDonald's,"I came to this Mcdonald’s today with 3 friends and had such a wonderful experience! We came in, the atmosphere was friendly, welcoming, and so quick and efficient. Once we all had our food and were eating, 2 of the most kind and caring workers came and offered us 3 free apple pies! They said it was because we were nice, quiet and caring customers, and also complimented us all saying we were pretty. This absolutely made our day and we are so impressed with their hospitality and service! Best Mcdonald’s experience we have all ever had, and they were the best employees we have ever met, they deserve a raise!",5,08/23/2022
McDonald's,cant go here anymore cuz stuff consistently comes out undercooked or doesnt come out at all. Love spending $4 for a cut potato after waiting in line for 20 mins,1,08/21/2022
McDonald's,Worst service. Waited almost an hour in drive thru only to find out they dont have any ice-cream. This was an online order and   I had already checked in on the app. So disappointing 😡🤬🤬,1,08/21/2022
McDonald's,Not too busy. The only option available for me being vegetarian is fries and drink. Currently using mobile app code to get $1 any size drink or ice coffee.<br>Super cheap deal till so far,4,08/20/2022
McDonald's,"I think an employee might have been trying to steal my money, after I paid in cash.",1,08/08/2022
McDonald's,Big Mac is the most quality base burger.,4,08/08/2022
McDonald's,The sign says dine in until 11pm. They locked the doors at 1030.  Honestly don't bother with this one.,1,08/08/2022
McDonald's,"Empty restaurant, I ordered two drinks, I paid at 3:41 pm, while I'm writing this review it's 3:53 and I haven't received my order... OMG... where is the customer service?",1,07/30/2022
McDonald's,This is the worst McDonald’s branch in history after 10 pm. So slow. 7/10 times food is cold. Easily could wait for 15-20 minutes for a Big Mac. Staff so arrogant. I order from here at least twice a week and never had a good experience.,1,07/28/2022
McDonald's,Bad customer service & slow,1,07/23/2022
McDonald's,"Absolutely unbelievable, I usually order from this McDonald's and have never had an issue with it here.<br>But recently I ordered 2 happy meals here along with medium fries, and when I got home it turns out they only gave me my medium fries and not my 2 small fries that were part of the happy meals! They also didn't bother putting my meals into the regular happy meal boxes, and just carelessly threw everything into the bag, and if they were busy I understand, but THEY WEREN'T! Absolute scam and waste of money",1,07/16/2022
McDonald's,"This restaurant is extremely unorganized is constantly messing up orders.   Try another McDonald's, the management does not care.",1,07/16/2022
McDonald's,I waited 20 min for a coffee and a muffin,1,07/02/2022
McDonald's,Missing 4 mcnuggets out of 6 and fries aren't salted,1,06/26/2022
McDonald's,Worst Mcd. Inefficient management,1,06/21/2022
McDonald's,Guy an iced coffee and KitKat mcflurry but I got a Skor instead had to wait around 15 mins for iced coffee and a<br>Mcflurry,1,06/18/2022
McDonald's,"Terrible lineups at night, locking customers outside of the store in the middle of winter while waiting (too long) for orders alongside closing on random nights.. Some people depend on you to eat at night",2,06/18/2022
McDonald's,This mcdonalds is on the slow side.....hate standing in line when nothing but mobile orders are being completed.<br><br>I avoid ordering uber eats from this specific mcdonalds.....tons or couriers that are well not nice but not the restaurants fault,3,06/15/2022
McDonald's,Food was very disappointing. Ordered the McChicken Meal. Fries over salted so threw it away. Chicken was poorly dressed. Sauce on side of bun and lettuce in container. So had to assemble myself. Coke was flat.,3,06/09/2022
McDonald's,Very bad place I came here for picking up my food at night around 2 they were doing nothing just  ignoring people,1,05/25/2022
McDonald's,Worst McDonalds in Toronto. Avoid at all costs!,1,05/25/2022
McDonald's,"Worst McDonald's I've seen.<br>Some of their staff shouldn't even work there as their ability to work is almost zero. Management is probably non existent. Always messing up people's order, and when customers report, they argue with them. I would give negative star if I could.",1,05/14/2022
McDonald's,The McDonald at downtown is a place to go !,5,05/07/2022
McDonald's,"As usual, great place, but be aware that after 21.00 , I think, you can just order online and they close the dine in option",5,05/04/2022
McDonald's,I find that when you go to macdonalds and because there is only take out .what you order is not what you get and is really bad when you find that what you ordrr in not.like you ask for a double double  coffee and you get not sugar. Is a mess,5,05/02/2022
McDonald's,The crew over here is pretty fast,5,04/28/2022
McDonald's,Excellent Service Fresh Fast Food Friendly Staffs Great for Family,5,04/23/2022
McDonald's,Quality is great. I enjoyed my  mochachino.<br>I love my quarter pounder with cheese combo as does the fictional character Kinsey Milhone.,5,04/15/2022
McDonald's,"Easily the worst McDonald's in Toronto - dead serious. Everytime I've ordered the eggs tasted funky, bread is stale, and the coffee tastes burnt and weird. Really frustrating and it seems to be the case at all times of day.",1,04/14/2022
McDonald's,"Not a clean or even half clean bathroom. No toilet paper, nothing to dry your hands. And in order to flush the toilet  you have to put your hand on the chain and pull the plug from behind the toilet and the top part of the back of  the toilet  was on the floor. MacDonalds you should be ashamed!",1,04/06/2022
McDonald's,The food was amazing and the people who work there are humble,5,03/29/2022
McDonald's,"Says open 24 hours but IT IS NOT. Door locked, only handing out food for delivery services.",1,03/29/2022
